단어,형태소,횟수
줘야,VV+EC,5
매너,NNG,5
은사,NNG,5
연장자,NNG,5
OFC,SL,5
경영주,NNG,5
지원군,NNG,5
과유불급,NNG,5
What,SL,5
숙련도,NNG,5
LTE,SL,5
학생회관,NNG,5
스티커,NNG,5
air,SL,5
의존도,NNG,5
새,NNG,5
베풀,VV+ETM,5
피력,NNG,5
낸다면,VX+EC,5
정해져,VV+EC+VX+EC,5
음극,NNG,5
추운,VA+ETM,5
피켓,NNG,5
돼,VV+EC,5
불,VV,5
내밀,VV,5
HEV,SL,5
기어,NNG,5
플라,NNP,5
벌어지,VV,5
걸어서,VV+EC,5
vs,SL,5
잉여,NNG,5
접어들,VV,5
드림,NNP,5
대폭,MAG,5
세월,NNG,5
모래,NNG,5
업자,NNG,5
판도,NNG,5
천연가스,NNG,5
연구개,NNG,5
져서,VX+EC,5
개발비,NNG,5
사회인,NNG,5
꽉,MAG,5
천재,NNG,5
그렸,VV+EP,5
우연,NNG,5
한두,MM,5
제자리,NNG,5
희열,NNG,5
피했,VV+EP,5
파장,NNG,5
일어난,VV+ETM,5
평택,NNP,5
수없이,MAG,5
단의,NNG,5
챙겼,VV+EP,5
놀라움,NNG,5
의해서,VV+EC,5
고무,NNG,5
맞춰야,VV+EC,5
힘쓸,VV+ETM,5
셈,NNB,5
중독,NNG,5
초일류,NNG,5
꿰뚫,VV,5
돼,VV+EF,5
무난,XR,5
심정,NNG,5
대수,NNG,5
동경,NNG,5
바로잡,VV,5
수여,NNG,5
기후,NNG,5
스타,NNG,5
오르막,NNG,5
큰일,NNG,5
식탁,NNG,5
브,NNP,5
송년회,NNG,5
KPI,SL,5
연평균,NNG,5
밀집,NNG,5
명함,NNG,5
느낀다고,VV+EC,5
기뻐하,VV,5
조종수,NNP,5
무사고,NNG,5
가해,VV+EC,5
압축기,NNG,5
나타나,VV+EC,5
찾아내,VV+EC,5
FCEV,SL,5
사인,NNG,5
그래서인지,VA+EC+VCP+EC,5
시킬,VV+ETM,5
들리,VV,5
굳이,MAG,5
이어진다고,VV+EC,5
비만,NNG,5
기적,NNG,5
흥망성쇠,NNG,5
피터,NNP,5
드러커,NNP,5
폐쇄,NNG,5
쟁의,NNG,5
주의깊,VA,5
의원,NNG,5
빼놓,VV,5
미래형,NNG,5
능한,VA+ETM,5
줄넘기,NNG,5
지녔,VV+EP,5
학내,NNG,5
다방,NNG,5
출현,NNG,5
붐,NNG,5
달린,VV+ETM,5
침,NNG,5
방진복,NNG,5
뷔페,NNG,5
엠티,NNG,5
패드,NNG,5
디스크,NNG,5
감,VX+ETN,5
충북,NNP,5
원자,NNG,5
잔,NNG,5
sk,SL,5
억울,XR,5
캐,VV+EC,5
타국,NNG,5
격,NNB,5
타파,NNG,5
불감증,NNG,5
와해,NNG,5
털,VV,5
거울삼,VV,5
TOOL,SL,5
상거래,NNG,5
명소,NNG,5
처했,VV+EP,5
황,NNG,5
숙제,NNG,5
어려워하,VA+EC+VX,5
시내,NNG,5
HSK,SL,5
이어주,VV,5
선뜻,MAG,5
연,NNG,5
불꽃,NNG,5
태풍,NNG,5
꺼지,VV,5
너희,NP,5
’],SY,5
턱없이,MAG,5
워크숍,NNG,5
차기,NNG,5
치렀,VV+EP,5
Life,SL,5
세척,NNG,5
상표,NNG,5
폐기,NNG,5
펴,VV,5
나타냈,VV+EP,5
힘입,VV,5
민주,NNG,5
심기,NNG,5
매거진,NNG,5
푸,VV,5
제주도,NNP,5
북돋,VV,5
막히,VV,5
돼서,VV+EC,5
퍼지,VV,5
녹아들,VV,5
음료수,NNG,5
팔찌,NNG,5
점원,NNG,5
32,SN,5
위생사,NNG,5
하프,NNG,5
뭉쳐,VV+EC,5
향했,VV+EP,5
이뤘,VV+EP,5
안전장치,NNG,5
직간접,NNG,5
빨라,VA+EC,5
매일,NNG,5
"`,",SY,5
로비,NNG,5
싸우,VV,5
으셔서,EP+EC,5
본론,NNG,5
번뜩이,VV,5
응력,NNG,5
바랍니다,VV+EC,5
진중,XR,5
화상,NNG,5
안내문,NNG,5
XX,SL,5
회,XSN,5
수력,NNG,5
수건,NNG,5
진작,NNG,5
분화,NNG,5
유한,VA+ETM,5
윤리관,NNG,5
다뤄야,VV+EC,5
국립,NNG,5
아울러,MAG,5
Story,SL,5
원부,NNG,5
육,NR,5
소위,NNG,5
콜드,NNG,5
와야,VV+EC,5
노동부,NNG,5
통학,NNG,5
음향,NNG,5
가형,NNG,5
투수,NNG,5
DNN,SL,5
파격,NNG,5
V,SL,5
나설,VV+ETM,5
주먹구구식,NNG,5
난잡,XR,5
챙겨오,VV,5
주무관,NNG,5
간곡히,MAG,5
어제,NNG,5
되새겼,VV+EP,5
도운,VV+ETM,5
바빠,VA+EC,5
화물선,NNG,5
들어온,VV+ETM,5
정정당당,XR,5
몰라도,VV+EC,5
느렸,VA+EP,5
만든다면,VV+EC,5
치약,NNG,5
적혀,VV+EC,5
세분화,NNG,5
부리,VV,5
용역,NNG,5
지킨,VV+ETM,5
채팅,NNG,5
겠다고,VX+EP+EC,5
AICPA,SL,5
인가라는,VCP+ETM,5
미결산,NNG,5
위아,NNP,5
붕,MAG,5
깰,VV+ETM,5
수자원,NNG,5
부와,NNG,5
자존,NNG,5
곤란,NNG,5
컨트롤러,NNG,5
과금,NNG,5
CL,SL,5
ooo,SL,5
배차,NNG,5
물류비용,NNG,5
영사,NNG,5
꾼,XSN,5
검수,NNG,5
KAI,SL,5
냉,NNG,5
→,SY,5
문,VV+ETM,5
Feed,SL,5
Plot,SL,5
268,SN,5
퀸스,NNP,5
압,NNP,5
엑,NNP,5
츄,NNP,5
비싼,VA+ETM,5
묶,VV,5
범주,NNG,5
kWh,SL,5
액션,NNG,5
넷째,NR,5
경재,NNG,5
히든,NNG,5
챔피언,NNG,5
JB,SL,5
적임자,NNG,5
육박,NNG,5
Situation,SL,5
Task,SL,5
Action,SL,5
내주,VV,5
관광업,NNG,5
졌었,VX+EP,5
편중,NNG,5
배워서,VV+EC,5
2002,SN,5
입니다,EP+EF,5
에서,NNG,5
매점,NNG,5
인사이트,NNP,5
토탈,NNP,5
터널,NNG,5
팀웍,NNP,5
유신,NNG,5
지켜져야,VV+EC+VX+EC,5
Core,SL,5
경험담,NNG,5
집요,XR,5
때때로,MAG,5
주어진다면,VV+EC,5
팀플레이,NNG,5
제때,NNG,5
끊기,VV,5
공강,NNG,5
CNN,SL,5
느껴질,VV+EC+VX+ETM,5
크리스마스,NNG,5
가까이,NNG,5
섣불리,MAG,5
높이,NNG,5
기자단,NNG,5
위반,NNG,5
현안,NNG,5
아무래도,MAG,5
적당히,MAG,5
시립,NNG,5
Project,SL,5
고학년,NNG,5
개요,NNG,5
대만,NNP,5
약술,NNG,5
판매대,NNG,5
열성,NNG,5
수혜자,NNG,5
표적,NNG,5
Clue,SL,5
절충안,NNG,5
플리,NNP,5
언행,NNG,5
날카롭,VA,5
토마토,NNG,5
변할,VV+ETM,5
급급,XR,5
회칙,NNG,5
늘렸,VV+EP,5
축산물,NNG,5
품격,NNG,5
이어진,VV+ETM,5
난이도,NNG,5
UART,SL,5
레이스,NNG,5
반해,VV+EC,5
고참,NNG,5
활기차,VA,5
뵙,VV,5
간식거리,NNG,5
불가,NNG,5
진짜,MAG,5
건수,NNG,5
지켜본,VV+ETM,5
더해져,VV+EC+VX+EC,5
우직,NNG,5
이기,VV,5
꺼내,VV,5
살아갈,VV+ETM,5
파동,NNG,5
안타까운,VA+ETM,5
사육,NNG,5
다년간,NNG,5
유압,NNG,5
내장재,NNG,5
철광석,NNG,5
달러,NNG,5
차축,NNG,5
폭염,NNG,5
공짜,NNG,5
권력,NNG,5
할지라도,VV+EC,5
교통수단,NNG,5
대학원생,NNG,5
유지비,NNG,5
기자재,NNG,5
구해서,VV+EC,5
Pspice,SL,5
압,NNG,5
DMAIC,SL,5
구간,NNG,5
차,VV+EC,5
메모장,NNP,5
홍,NNG,5
베푸,VV,5
스트라이커,NNG,5
난생,MAG,5
판로,NNG,5
멤,NNG,5
느낌,MAG,5
알루미늄,NNG,5
열매,NNG,5
전입,NNG,5
통신병,NNG,5
한,NNG,5
심판,NNG,5
문과,NNG,5
환급,NNG,5
아쉬웠,VA+EP,5
밀려,VV+EC,5
발자국,NNG,5
딥,NNG,5
상가,NNG,5
흩어져,VV+EC,5
비유,NNG,5
박물관,NNG,5
싫어하,VV,5
몰아주,VV,5
리,NNB,5
총합,NNG,5
부처,NNG,5
인정,NNP,5
이루어진다는,VV+ETM,5
ROI,SL,5
노,EC,5
발부,NNG,5
선제,NNG,5
130,SN,5
타결,NNG,5
스텝,NNG,5
실용신안,NNG,5
시골,NNG,5
이색,NNG,5
센,VA+ETM,5
참관,NNG,5
한양,NNP,5
의학,NNG,5
계셨,VV+EP,5
아닐,VCN+ETM,5
성찰,NNG,5
일거양득,NNG,5
갑작스러운,VA+ETM,5
41,SN,5
project,SL,5
봐,VV+EC,5
들어갈,VV+ETM,5
뱉,VV,5
여기저기,NNG,5
무,VV,5
무겁,VA,5
정제,NNG,5
하둡,NNP,5
특색,NNG,5
당했,XSV+EP,5
내놓,VV,5
고배,NNG,5
cm,SL,5
모순,NNG,5
흔들림,VV+ETN,5
잡힌,VV+ETM,5
후원금,NNG,5
몰라,VV+EC,5
마당,NNG,5
모발,NNG,5
실전,NNP,5
도쿄,NNP,5
콘서트,NNG,5
택해,VV+EC,5
주소,NNG,5
택,NNP,5
가시성,NNG,5
걸려,VV+EC,5
채찍질,NNG,5
사은품,NNG,5
마크,NNG,5
구두,NNG,5
준다는,VV+ETM,5
All,SL,5
숙련,NNG,5
고,NNG,5
선택지,NNG,5
장병,NNG,5
개혁,NNG,5
스태프,NNG,5
발할,VV+ETM,5
수식어,NNG,5
아들,NNG,5
역차별,NNG,5
끈질긴,VA+ETM,5
비례,NNG,5
계신,VX+ETM,5
사회학,NNG,5
미쓰,NNP,5
근무지,NNG,5
무너진,VV+ETM,5
차등,NNG,5
바꿔야,VV+EC,5
friendly,SL,5
be,SL,5
people,SL,5
flight,SL,5
당한,XSV+ETM,5
팬,NNG,5
키즈,NNP,5
전월,NNG,5
가독성,NNG,5
하늘,NNG,5
단발,NNG,5
지하,NNG,5
세액,NNG,5
디지털,NNP,5
DRAM,SL,5
무거운,VA+ETM,5
옥외,NNG,5
어학연수,NNG,5
그해,NNG,5
무작위,NNG,5
보이스,NNP,5
피싱,NNP,5
xEV,SL,5
콤,NNG,5
즉석식품,NNG,5
법칙,NNG,5
건,NNG,5
만회,NNG,5
입장권,NNG,5
그러면,MAJ,5
텔레마케팅,NNG,5
비타민,NNG,5
다면,NNG,5
백문,NNG,5
불여일견,NNG,5
측정기,NNG,5
이점,NNG,5
원거리,NNG,5
응원단,NNG,5
사상,NNG,5
실마리,NNG,5
협정,NNG,5
도와야,VV+EC,5
바이러스,NNG,5
탈출,NNG,5
엉덩이,NNG,5
모호,XR,5
JYP,SL,5
기계공,NNG,5
넓혔,VV+EP,5
장미꽃,NNG,5
일지,NNG,5
안전교육,NNP,5
독립심,NNG,5
질,EC+JX,5
언론사,NNG,5
제과,NNG,5
투석기,NNG,5
느꼈으며,VV+EP+EC,5
대표자,NNG,5
쓰레기,NNG,5
무려,MAG,5
회계학,NNG,5
감기,NNG,5
방송사,NNG,5
신상,NNG,5
불이익,NNG,5
Chain,SL,5
지남,VV+ETN,5
내버려,VV+EC,5
유니,NNP,5
ArF,SL,5
려다,EC,5
well,SL,5
와도,VV+EC,5
슬러,VV,5
영,NR,5
업진,NNG,5
환원,NNG,5
악영향,NNG,5
좀처럼,MAG,5
부러지,VV,5
였음에도,EP+ETN+JKB+JX,5
MapReduce,SL,5
강수,NNG,5
떠올릴,VV+ETM,5
python,SL,5
Matlab,SL,5
마이,NNP,5
잡지,NNG,5
장교,NNG,5
기둥,NNG,5
우회,NNG,5
BJT,SL,5
복,NNG,5
프로그래머,NNG,5
MS,SL,5
낮춰,VV+EC,5
웰,NNP,5
꾸려,VV+EC,5
늘릴,VV+ETM,5
콘퍼런스,NNP,5
랜섬,NNP,5
인품,NNG,5
봉사상,NNG,5
들으면,VV+EC,5
환기,NNG,5
이수하,NNP,5
조그마,XR,5
미시,NNG,5
같이,JKB,5
닳,VV,5
냄,VX+ETN,5
윤택,NNG,5
해태,NNG,5
악,NNG,5
넘기,VV,5
국방연구원,NNP,5
증,NNG,5
게을러,VA+EC,5
스며들,VV,5
아닌가,VCN+EC,5
소방관,NNG,5
타이머,NNG,5
급기야,MAG,5
제압,NNG,5
SI,SL,5
제시어,NNG,5
도청,NNG,5
총무과,NNG,5
단일,NNG,5
청춘,NNG,5
도난,NNG,5
페트병,NNG,5
Texas,SL,5
Instruments,SL,5
정유소,NNG,5
길래,EC,5
노고,NNG,5
고쳐야,VV+EC,5
CPU,SL,5
Open,SL,5
Test,SL,5
마음속,NNG,5
증후군,NNG,5
슈퍼마켓,NNG,5
지점장,NNG,5
달갑,VA,5
비스,NNG,5
큽니다,VA+EF,5
민사,NNG,5
소송법,NNG,5
임대차,NNG,5
와이파이,NNP,5
우유부단,NNG,5
미쳤,VV+EP,5
커서,VV+EC,5
업과,NNG,5
비난,NNG,5
여대,NNG,5
생,XPN,5
모처럼,MAG,5
부패,NNG,5
가전제품,NNG,5
섬,NNG,5
어머님,NNG,5
할당량,NNG,5
여학생,NNG,5
훈계,NNG,5
다시,VV,5
Trend,SL,5
그리,MAG,5
민족,NNG,5
뒤처진,VV+ETM,5
덩달,VV,5
채워나갔,VV+EC+VX+EP,5
컴,NNP,5
82,SN,5
값지,VA,5
될수록,VV+EC,5
원내,NNG,5
지나갔,VV+EP,5
골재,NNG,5
End,SL,5
상업시설,NNP,5
연료전지,NNP,5
Wisefn,SL,5
장년층,NNG,5
경품,NNG,5
걸림돌,NNG,5
코오롱,NNP,5
충원,NNG,5
마이너스,NNG,5
남녀노소,NNG,5
파마,NNP,5
뒤섞여,VV+EC,5
diagram,SL,5
linker,SL,5
군장,NNG,5
아름,NNG,5
스키,NNG,5
외곽,NNG,5
마,VX+EF,5
단복,NNG,5
국비,NNG,5
중구난방,NNG,5
과거사,NNG,5
모텔,NNG,5
드,NNG,5
주,NNP,5
미침,NNG,5
선적,NNG,5
무진,NNG,5
한솔섬유,NNP,5
BNK,SL,5
처우,NNG,5
따라온다,VV+EC,5
발레,NNG,5
레버,NNG,5
거지,NNG,5
Rounder,SL,5
best,SL,5
way,SL,5
토니,NNP,5
모리,NNG,5
대림,NNP,5
과중,XR,5
NI,SL,5
유업,NNG,5
곡물,NNG,5
TVING,SL,5
체공,NNG,5
공동선,NNG,5
염분,NNG,5
염도,NNG,5
빌,NNP,5
스퍼터,NNP,5
마을금고,NNG,5
선하증권,NNP,5
AFPK,SL,4
미약,XR,4
정중,XR,4
믹스,NNG,4
식문화,NNG,4
첨삭,NNG,4
수습,NNG,4
막걸리,NNG,4
맞췄,VV+EP,4
배열,NNG,4
남녀,NNG,4
희귀,XR,4
고,VCP+EC,4
몰래,MAG,4
유망,XR,4
발효,NNG,4
HPLC,SL,4
GC,SL,4
향,NNG,4
급속도,NNG,4
이별,NNG,4
킹,NNP,4
해짐,XSA+EC+VX+ETN,4
바이옴,NNG,4
사체,NNG,4
형질전환,NNP,4
접합,NNG,4
western,SL,4
Miseq,SL,4
학술지,NNG,4
총,NNG,4
장내,NNG,4
밀착,NNG,4
억제,NNG,4
건선,NNG,4
식음,NNG,4
이겨냈,VV+EC+VX+EP,4
앤,NNP,4
이마트,NNP,4
직과,NNG,4
연구자,NNG,4
Cell,SL,4
junction,SL,4
편협,NNG,4
흘려,VV+EC,4
귀담아들,VV,4
시급,XR,4
결,NNB,4
따를,VV+ETM,4
회피,NNG,4
조직력,NNG,4
야구장,NNG,4
하교,NNG,4
저력,NNG,4
찾아뵈,VV,4
분포,NNG,4
중반,NNG,4
조처,NNG,4
뭉치,VV,4
무방,XR,4
이로운,VA+ETM,4
무릎,NNG,4
포워딩,NNG,4
YYYYMM,SL,4
전과,NNG,4
잊어버리,VX,4
자양분,NNG,4
장악,NNG,4
다가설,VV+ETM,4
단번에,MAG,4
여파,NNG,4
ODM,SL,4
메,VV,4
당당,MAG,4
머무,VV,4
가,XSN,4
서식,NNG,4
Lab,SL,4
근육,NNG,4
해시,NNG,4
뮤,NNG,4
여서는,EC+JX,4
관여,NNG,4
달렸,VV+EP,4
닫,VV,4
들르,VV,4
항의,NNG,4
Win,SL,4
정당,XR,4
정세,NNG,4
유로,NNG,4
추측,NNG,4
노래방,NNG,4
일체,NNG,4
선한,VA+ETM,4
못지않,VA,4
게리온,NNP,4
몸짓,NNG,4
서운,XR,4
카라,NNP,4
인적,NNG,4
밀려왔,VV+EP,4
진열,NNP,4
우편사업,NNP,4
힘듦을,VA+ETN+JKO,4
매시간,MAG,4
짝,NNG,4
밀어주,VV,4
할아버지,NNG,4
농사,NNG,4
도매,NNG,4
네,EF,4
주부,NNG,4
연이,VV,4
관계없이,MAG,4
과한,VA+ETM,4
당한,VV+ETM,4
해했,XSA+EC+VX+EP,4
새삼,MAG,4
내걸,VV,4
테마,NNG,4
진,EC+VX+ETM,4
재빠르,VA,4
힘겨운,VA+ETM,4
완치,NNG,4
길러진,VV+EC+VX+ETM,4
증기,NNG,4
보존,NNG,4
현명,NNG,4
끊이,VV,4
비우,VV,4
가훈,NNG,4
갚,VV,4
돌보,VV,4
꾸미,VV,4
조각,NNG,4
폐지,NNG,4
석,MM,4
세력,NNG,4
체류,NNG,4
loss,SL,4
win,SL,4
유지관리,NNP,4
수작업,NNG,4
더위,NNG,4
55,SN,4
셔틀버스,NNG,4
이따금,MAG,4
쥐,VV,4
커다란,VA+ETM,4
탄화수소,NNG,4
될지,XSV+EC,4
될지,VV+EC,4
무인화,NNG,4
물리학,NNG,4
속력,NNG,4
참,NNG,4
현장감,NNG,4
찬,VV+ETM,4
잠들,VV,4
깨우,VV,4
승자,NNG,4
GM,SL,4
고군분투,NNG,4
부천,NNP,4
입히,VV,4
BMW,SL,4
답,XSA,4
정말로,MAG,4
시계,NNG,4
안경,NNG,4
화질,NNG,4
투과율,NNG,4
장애인,NNG,4
승마,NNG,4
호칭,NNG,4
논쟁,NNG,4
일까요,VCP+EF,4
발달,VV,4
부작용,NNG,4
소멸,NNG,4
분분,XR,4
닥쳐도,VV+EC,4
57,SN,4
전기공,NNG,4
연례행사,NNG,4
개강,NNG,4
or,SL,4
정해서,VV+EC,4
본,NNG,4
접착력,NNG,4
수탁,NNG,4
의료비,NNG,4
할까,VV+EF,4
걸릴,VV+ETM,4
구르,VV,4
시동,NNG,4
형평,NNG,4
탱크,NNG,4
가스공사,NNP,4
망설여,VV+EC,4
뚜껑,NNG,4
기업인,NNG,4
더블,NNG,4
셀프,NNP,4
본연,NNG,4
트레이너,NNG,4
피트,NNG,4
봅니다,VV+EF,4
도색,NNG,4
다듬,VV,4
move,SL,4
지라,NNG,4
동남아시아,NNP,4
늘려서,VV+EC,4
한컴,NNP,4
클,VA+ETM,4
발자취,NNG,4
민국,NNG,4
기점,NNG,4
충동,NNG,4
뚱뚱,NNG,4
으려는,ETM,4
드러냈,VV+EP,4
서구,NNG,4
바이,NNG,4
행여나,MAG,4
어떤지,VA+EC,4
오래가,VV,4
일식집,NNG,4
유익,NNG,4
이용자,NNG,4
손수,MAG,4
어긋났,VV+EP,4
견해차,NNG,4
낯,NNG,4
PRO,SL,4
실제,MAG,4
지문,NNG,4
지내,VV+EC,4
VC,SL,4
진화,NNG,4
이용한,NNP,4
원가회계,NNP,4
기계요소,NNG,4
알아내,VV+EC,4
낸다는,VX+ETM,4
말,VV,4
SIGNATURE,SL,4
뼈,NNG,4
고추,NNG,4
부당,XR,4
캐미,NNG,4
관리인,NNG,4
아님,VCN+ETN,4
통했,VV+EP,4
비정규직,NNG,4
아기,NNG,4
동양인,NNG,4
션,EC,4
분열,NNG,4
개점,NNG,4
나감,VX+ETN,4
궤도,NNG,4
실태,NNG,4
락,NNG,4
당부,NNG,4
한결,MAG,4
버린,VX+ETM,4
벌어졌,VV+EP,4
화해,NNG,4
정시,NNG,4
정수기,NNG,4
오탈,NNG,4
글씨,NNG,4
EXCEL,SL,4
착실,XR,4
마주했,VV+EP,4
회의감,NNG,4
외치,VV,4
이왕,MAG,4
발표력,NNG,4
질의,NNG,4
무모,NNG,4
을수록,EC,4
절제,NNG,4
막,MAJ,4
눈여겨보,VV,4
소임,NNG,4
출마,NNG,4
구,NR,4
워크,NNP,4
성품,NNG,4
영양소,NNG,4
기대감,NNG,4
비바람,NNG,4
기운,NNG,4
견뎌,VV+EC,4
이겼,VV+EP,4
불태우,VV,4
막바지,NNG,4
바인더,NNG,4
몰라,VV+EF,4
초콜릿,NNG,4
으러,EC,4
꿔,VV+EC,4
도넛,NNG,4
장식,NNG,4
텐데,NNB+VCP+EC,4
나,EF,4
즐거워,VA+EC,4
공포증,NNG,4
서투른,VA+ETM,4
벽보,NNG,4
사탕,NNG,4
셀프,NNG,4
들어와서,VV+EC,4
태어나,VV,4
놀라웠,VA+EP,4
버릴,VX+ETM,4
포스터,NNP,4
작업장,NNG,4
순이익,NNG,4
덧대,VV,4
밤샘,NNG,4
온수,NNG,4
산물,NNG,4
병과,NNG,4
오롯,NNG,4
설레,VV,4
퇴출,NNG,4
수업료,NNG,4
울,VV,4
책자,NNG,4
인용,NNG,4
서론,NNG,4
서스펜션,NNG,4
유니스,NNP,4
외형,NNG,4
로드,NNG,4
생겨도,VV+EC,4
표기,NNG,4
도로공사,NNP,4
반박,NNG,4
구석구석,NNG,4
헐거워져,VA+EC+VX+EC,4
착오,NNG,4
해왔,VX+EC+VX+EP,4
정해야,VV+EC,4
정해졌,VV+EC+VX+EP,4
느껴볼,VV+EC+VX+ETM,4
명백,XR,4
비춰,VV+EC,4
애완,NNG,4
애견,NNG,4
동북아,NNP,4
수,MM,4
집계,NNG,4
말,VX+ETM,4
남길,VV+ETM,4
당사자,NNG,4
뽑아내,VV+EC,4
check,SL,4
중장비,NNG,4
기울인,VV+ETM,4
피우,VV,4
들였,VV+EP,4
맛볼,VV+ETM,4
MOT,SL,4
시태,NNG,4
블로거,NNP,4
왔으며,VX+EP+EC,4
진동,NNG,4
가까워질수록,VA+EC+VX+EC,4
세,VV,4
일까,VCP+EF,4
출산율,NNG,4
줄어들,VV+ETM,4
측정값,NNG,4
판별,NNG,4
치르,VV,4
철저,XR,4
강국,NNG,4
제치,VV,4
플,VX+ETM,4
구속,NNG,4
고속,NNG,4
앞세워,VV+EC,4
집적회로,NNP,4
채웠,VV+EP,4
점호,NNG,4
걸려도,VV+EC,4
내일,MAG,4
둘,VV+ETM,4
테스터,NNP,4
달라졌,VV+EP,4
당면,NNG,4
획기적으로,MAG,4
지켰,VV+EP,4
다짐,VV+ETN,4
소지,NNG,4
찾아본,VV+ETM,4
된다,XSV+EC,4
섭취,NNG,4
자아실현,NNG,4
일산,NNP,4
바빠서,VA+EC,4
얼즈,NNP,4
KM,SL,4
늘어난,VV+ETM,4
보인다고,VV+EC,4
올라감,VV+ETN,4
춰,VV+EC,4
불상사,NNG,4
편익,NNG,4
거쳤으며,VV+EP+EC,4
출결,NNG,4
현대제철,NNP,4
BM,SL,4
인터페이스,NNG,4
그중,NNG,4
DSC,SL,4
월드,NNG,4
베스트,NNG,4
Lane,SL,4
착공,NNG,4
오른손,NNG,4
든지,JX,4
방부,NNG,4
방호,NNG,4
＞,SY,4
점도,NNG,4
임계점,NNG,4
"）,",SY,4
호기,NNG,4
진다면,VX+EC,4
카카오톡,NNP,4
">""",SY,4
착용,NNG,4
공원,NNG,4
면밀,XR,4
뽑힌,VV+ETM,4
찰나,NNG,4
허술,XR,4
다녀,VV+EC,4
근교,NNG,4
다닌,VV+ETM,4
친했,VA+EP,4
월드컵,NNG,4
영업력,NNG,4
의자,NNG,4
으로,NNG+JKB,4
Presentation,SL,4
방심,NNG,4
이뤄낼,VV+EC+VX+ETM,4
샷,NNG,4
줄어드,VV,4
JINAIR,SL,4
항공업,NNG,4
역부족,NNG,4
관계사,NNG,4
경남,NNP,4
후임자,NNG,4
위,IC,4
불참,NNG,4
악용,NNG,4
교통비,NNG,4
대소사,NNG,4
느낀다는,VV+ETM,4
에어,NNG,4
응급실,NNG,4
중간발표,NNG,4
안다고,VV+EC,4
아무로,NNP,4
나미에,NNP,4
전속,NNG,4
어떨까,VA+EC,4
서핑,NNG,4
런,NNG,4
칭,NNG,4
기질,NNG,4
코스트코,NNP,4
케이,NNG,4
기왕이면,MAG,4
아프가니스탄,NNP,4
헌,MM,4
보훈,NNG,4
아픔,NNG,4
담아낼,VV+ETM,4
표출,NNG,4
뮤지션,NNP,4
터,VV,4
증정,NNG,4
즐겼,VV+EP,4
게스트,NNP,4
유난히,MAG,4
지면,NNG,4
알아볼,VV+ETM,4
망설임,VV+ETN,4
저,XPN,4
족도,NNG,4
수월,NNG,4
느리,VA,4
출석,NNG,4
룸메이트,NNG,4
물색,NNG,4
보관함,NNG,4
일괄,NNG,4
정규,NNG,4
해야,XSA+EC,4
운동복,NNG,4
일석이조,NNG,4
월등히,MAG,4
통일부,NNG,4
피에스,NNG,4
장인,NNG,4
배워온,VV+EC+VX+ETM,4
논,VX+ETM,4
머물렀,VV+EP,4
구조물,NNG,4
간담회,NNG,4
챌린저,NNG,4
하나같이,MAG,4
지옥,NNG,4
저,VV,4
발했,VV+EP,4
다릅니다,VA+EF,4
직영,NNG,4
자아,NNG,4
중급,NNG,4
팅,MAG,4
연기,NNG,4
79,SN,4
제동목장,NNP,4
선보일,VV+ETM,4
터진,VV+ETM,4
코칭,NNP,4
자라났,VV+EP,4
결성,NNG,4
카드리,NNP,4
더기,NNG,4
타이밍,NNG,4
Xilinx,SL,4
Station,SL,4
디버깅,NNG,4
Simulation,SL,4
Parameter,SL,4
조류,NNG,4
LAB,SL,4
식스,NR,4
어휘,NNG,4
물가,NNG,4
종교,NNG,4
강해,VV+EC,4
워라,NNG,4
life,SL,4
사설,NNG,4
창작,NNG,4
혼,NNG,4
그제서야,MAJ,4
버거운,VA+ETM,4
병장,NNG,4
빈도,NNG,4
승패,NNG,4
였었,EP,4
치중,NNG,4
농,NNG,4
차인,NNG,4
마운,NNP,4
브래킷,NNG,4
판재,NNG,4
EPCU,SL,4
어퍼,NNP,4
더듬,VV,4
전술,NNG,4
아낌없,VA,4
수영장,NNG,4
내디뎠,VV+EP,4
공백기,NNG,4
렌,NNG,4
억지로,MAG,4
무단,NNG,4
한참,MAG,4
위원장,NNG,4
ㆍ단점,UNKNOWN,4
포명,NNG,4
섹션,NNG,4
연어,NNG,4
유,NNP,4
정관,NNG,4
등반,NNG,4
광범위,NNG,4
에스원,NNP,4
변동성,NNG,4
KAMCO,SL,4
온비드,NNP,4
공정성,NNG,4
일일히,MAG,4
덜,VV+ETM,4
했으나,VX+EP+EC,4
소소,XR,4
부감,NNG,4
가성,NNG,4
번역기,NNG,4
순간,MAG,4
해상,NNG,4
유라시아,NNP,4
고질,NNG,4
구한,VV+ETM,4
뉴욕,NNP,4
비즈,NNG,4
빚,VV,4
섰,VV+EP,4
수록,EC,4
평균값,NNG,4
TRIZ,SL,4
대왕,NNG,4
기용,NNG,4
지도자,NNG,4
낙하산,NNG,4
한국지역난방공사,NNP,4
탈선,NNG,4
가파른,VA+ETM,4
해지지,XSA+EC,4
물결,NNG,4
성장기,NNG,4
뗄,VV+ETM,4
한국군,NNP,4
티켓,NNG,4
출제,NNG,4
FTA,SL,4
관세,NNG,4
군,VX+ETM,4
플래너,NNG,4
되짚,VV,4
줄인,VV+ETM,4
찾아와,VV+EC,4
어,NNG,4
선의,NNG,4
띄우,VV,4
다뤘,VV+EP,4
프로토콜,NNG,4
권역,NNG,4
간호학,NNG,4
어선,EC+JX,4
