데리다,"모시다

"
번뜩거리다,"번뜩대다, 번뜩번뜩하다
여린말 번득거리다

"
번뜩거리다,"번뜩번뜩하다

"
번뜩대다,"번뜩거리다, 번뜩번뜩하다

"
번뜩번뜩하다,"번뜩거리다, 번뜩대다

"
번뜩번뜩하다,"번뜩거리다

"
번질거리다,"번질대다, 번질번질하다
작은말 반질거리다

"
번질거리다,"번질대다
작은말 반질거리다

"
번질대다,"번질거리다, 번질번질하다

"
번질대다,"번질거리다

"
번쩍거리다,"번쩍대다, 번쩍번쩍하다1

"
번쩍대다,"번쩍거리다, 번쩍번쩍하다1

"
번쩍번쩍하다,"번쩍거리다, 번쩍대다

"
벌떡거리다,"벌떡대다, 벌떡벌떡하다

"
벌떡거리다,"벌떡대다, 벌떡벌떡하다

"
벌떡거리다,"벌떡대다, 벌떡벌떡하다

"
벌떡대다,"벌떡거리다, 벌떡벌떡하다

"
벌떡대다,"벌떡거리다, 벌떡벌떡하다

"
벌떡대다,"벌떡거리다, 벌떡벌떡하다

"
벌떡벌떡하다,"벌떡거리다, 벌떡대다

"
벌떡벌떡하다,"벌떡거리다, 벌떡대다

"
벌떡벌떡하다,"벌떡거리다, 벌떡대다

"
벌렁거리다,"벌렁대다, 벌렁벌렁하다

"
벌렁대다,"벌렁거리다

"
벌렁벌렁하다,"벌렁거리다

"
벌름거리다,"벌름대다, 벌름벌름하다

"
벌름대다,"벌름거리다, 벌름벌름하다

"
벌름벌름하다,"벌름거리다, 벌름대다

"
법석거리다,"법석대다, 법석법석하다

"
법석대다,"법석거리다, 법석법석하다

"
법석법석하다,"법석거리다, 법석대다

"
벙글거리다,"벙글대다, 벙글벙글하다

"
벙글대다,"벙글거리다, 벙글벙글하다

"
벙글벙글하다,"벙글거리다, 벙글대다

"
벙긋거리다,"벙긋대다1, 벙긋벙긋하다1, 벙싯거리다, 벙싯대다, 벙싯벙싯하다
작은말 방긋거리다

"
벙긋거리다,"벙긋대다2, 벙긋벙긋하다2

"
벙긋대다,"벙긋거리다1, 벙긋벙긋하다1, 벙싯거리다, 벙싯대다, 벙싯벙싯하다

"
벙긋대다,"벙긋거리다2

"
벙긋벙긋하다,"벙긋거리다1, 벙긋대다1, 벙싯벙싯하다, 벙싯거리다, 벙싯대다

"
벙긋벙긋하다,"벙긋거리다2

"
벙싯거리다,"벙싯대다, 벙싯벙싯하다, 벙긋거리다1, 벙긋대다1, 벙긋벙긋하다1

"
벙싯대다,"벙싯거리다, 벙긋벙긋하다1, 벙싯벙싯하다, 벙긋거리다1, 벙긋대다1

"
벙싯벙싯하다,"벙싯거리다, 벙긋거리다1, 벙긋대다1, 벙긋벙긋하다1, 벙싯대다

"
변상하다,"변제하다

"
변제하다,"변상하다

"
변천되다,"변화되다

"
변천하다,"변화하다

"
변화되다,"변천되다

"
변화하다,"변천하다

"
병합되다,"합병되다

"
병합하다,"합병하다

"
보글거리다,"보글대다, 보글보글하다
큰말 부글거리다

"
보글거리다,"보글대다, 보글보글하다
큰말 부글거리다

"
보글거리다,"보글대다, 보글보글하다

"
보글대다,"보글거리다, 보글보글하다
큰말 부글대다

"
보글대다,"보글거리다, 보글보글하다
큰말 부글대다

"
보글대다,"보글거리다, 보글보글하다

"
보글보글하다,"보글거리다, 보글대다
큰말 부글부글하다

"
보글보글하다,"보글거리다, 보글대다
큰말 부글부글하다

"
보글보글하다,"보글거리다, 보글대다

"
보류되다,"유보되다

"
보류하다,"유보하다

"
보복하다,"앙갚음하다

"
보편화되다,"일반화되다

"
보편화하다,"일반화하다

"
복닥거리다,"복닥대다, 복닥복닥하다

"
복닥대다,"복닥거리다, 복닥복닥하다

"
복닥복닥하다,"복닥거리다, 복닥대다

"
복작거리다,"복작대다, 복작복작하다

"
복작대다,"복작거리다, 복작복작하다

"
복작복작하다,"복작거리다, 복작대다

"
부글거리다,"부글대다, 부글부글하다
작은말 보글거리다

"
부글거리다,"부글대다, 부글부글하다
작은말 보글거리다

"
부글거리다,"부글대다, 부글부글하다

"
부글거리다,"부글대다, 부글부글하다

"
부글대다,"부글거리다, 부글부글하다
작은말 보글대다

"
부글대다,"부글거리다, 부글부글하다
작은말 보글대다

"
부글대다,"부글거리다, 부글부글하다

"
부글대다,"부글거리다, 부글부글하다

"
부글부글하다,"부글거리다, 부글대다
작은말 보글보글하다

"
부글부글하다,"부글거리다, 부글대다
작은말 보글보글하다

"
부글부글하다,"부글거리다, 부글대다

"
부글부글하다,"부글거리다, 부글대다

"
부들거리다,"부들대다, 부들부들하다1

"
부들대다,"부들거리다, 부들부들하다1

"
부들부들하다,"부들거리다, 부들대다
"
부러뜨리다,"분지르다

"
부르릉거리다,"부르릉대다, 부르릉부르릉하다

"
부르릉대다,"부르릉거리다, 부르릉부르릉하다

"
부르릉부르릉하다,"부르릉거리다, 부르릉대다

"
부스럭거리다,"부스럭대다, 부스럭부스럭하다

"
부스럭대다,"부스럭거리다, 부스럭부스럭하다

"
부스럭부스럭하다,"부스럭거리다, 부스럭대다

"
부착되다,"장착되다

"
부착하다,"장착하다

"
부치다,"지지다

"
북상하다,"북진하다
"
북적거리다,"북적대다, 북적북적하다

"
북적대다,"북적거리다, 북적북적하다

"
북적북적하다,"북적거리다, 북적대다

"
북진하다,"북상하다

"
분만하다,"해산하다1, 출산하다

"
분배되다,"배분되다

"
분배하다,"배분하다

"
분실되다,"유실되다2

"
분실하다,"유실하다2
"
분전하다,"분투하다

"
분지르다,"부러뜨리다

"
분투하다,"분전하다

"
불거지다,"튀어나오다

"
불공드리다,"공양드리다

"
불끈거리다,"불끈대다, 불끈불끈하다

"
불끈거리다,"불끈대다, 불끈불끈하다

"
불끈거리다,"불끈대다, 불끈불끈하다

"
불끈대다,"불끈거리다, 불끈불끈하다

"
불끈대다,"불끈거리다, 불끈불끈하다

"
불끈대다,"불끈거리다, 불끈불끈하다

"
불끈불끈하다,"불끈거리다, 불끈대다

"
불끈불끈하다,"불끈거리다, 불끈대다

"
불끈불끈하다,"불끈거리다, 불끈대다

"
불룩거리다,"불룩대다, 불룩불룩하다1

"
불룩대다,"불룩거리다, 불룩불룩하다1

"
불룩불룩하다,"불룩거리다, 불룩대다

"
불복종하다,"불복하다

"
불복하다,"불복종하다

"
불사르다,"사르다

"
불사르다,"사르다

"
불합격하다,"낙제하다
"
붕붕거리다,"붕붕대다, 붕붕하다

"
붕붕거리다,"붕붕대다, 붕붕하다

"
붕붕거리다,"붕붕대다, 붕붕하다

"
붕붕대다,"붕붕거리다

"
붕붕대다,"붕붕거리다

"
붕붕대다,"붕붕거리다

"
붕붕하다,"붕붕거리다

"
붕붕하다,"붕붕거리다

"
붕붕하다,"붕붕거리다

"
붙들다,"붙잡다

"
붙들다,"붙잡다

"
붙들다,"붙잡다

"
붙어살다,"기생하다

"
붙잡다,"붙들다

"
붙잡다,"붙들다

"
붙잡다,"붙들다

"
비꼬다,"꼬다

"
비방하다,"흉보다

"
비실거리다,"비실대다, 비실비실하다

"
비실거리다,"비실대다, 비실비실하다

"
비실대다,"비실거리다

"
비실대다,"비실거리다

"
비실비실하다,"비실거리다

"
비실비실하다,"비실거리다

"
비아냥거리다,"비아냥대다

"
비아냥대다,"비아냥거리다

"
비웃다,"웃다

"
비쭉거리다,"비쭉대다, 비쭉비쭉하다

"
비쭉대다,"비쭉거리다

"
비쭉비쭉하다,"비쭉거리다

"
비틀거리다,"비틀대다, 비틀비틀하다

"
비틀대다,"비틀거리다

"
비틀리다,"비틀어지다

"
비틀비틀하다,"비틀거리다

"
비틀어지다,"비틀리다

"
비판하다,"비평하다, 평론하다

"
비평하다,"비판하다, 평론하다

"
빈둥거리다,"빈둥빈둥하다, 빈둥대다

"
빈둥대다,"빈둥거리다

"
빈둥빈둥하다,"빈둥거리다

"
빈정거리다,"빈정대다, 빈정빈정하다

"
빈정대다,"빈정거리다

"
빈정빈정하다,"빈정거리다

"
빌려주다,"대여하다

"
빌빌거리다,"빌빌대다

"
빌빌거리다,"빌빌대다

"
빌빌대다,"빌빌거리다

"
빌빌대다,"빌빌거리다

"
빙글거리다,"빙글빙글하다, 빙글대다

"
빙글대다,"빙글거리다

"
빙글빙글하다,"빙글거리다

"
빙긋거리다,"빙긋대다, 빙긋빙긋하다

"
빙긋대다,"빙긋거리다

"
빙긋빙긋하다,"빙긋거리다

"
빠뜨리다,"빠트리다
"
빠뜨리다,"빠트리다
"
빠뜨리다,"빠트리다

"
빠뜨리다,"빠트리다

"
빠트리다,"빠뜨리다

"
빠트리다,"빠뜨리다

"
빠트리다,"빠뜨리다

"
빠트리다,"빠뜨리다

"
빤질거리다,"빤질대다, 반질거리다

"
빤질거리다,"빤질대다, 빤질빤질하다1
여린말 반질거리다

"
빤질대다,"빤질거리다

"
빤질대다,"빤질거리다, 빤질빤질하다1

"
빤질빤질하다,"빤질거리다, 빤질대다
여린말 반질반질하다1

"
빤짝대다,"빤짝거리다

"
빤짝빤짝하다,"빤짝거리다

"
빨빨거리다,"빨빨대다

"
빨빨대다,"빨빨거리다

"
빵빵거리다,"빵빵대다

"
빵빵거리다,"빵빵대다

"
빵빵거리다,"빵빵대다

"
빵빵대다,"빵빵거리다

"
빵빵대다,"빵빵거리다

"
빵빵대다,"빵빵거리다

"
빼다,"내빼다

"
빼앗다,"뺏다

"
빽빽대다,"빽빽거리다

"
뻐개다,"쪼개다
"
뻐끔거리다,"뻐끔대다, 뻐끔뻐끔하다

"
뻐끔거리다,"뻐끔대다, 뻐끔뻐끔하다

"
뻐끔대다,"뻐끔거리다

"
뻐끔대다,"뻐끔거리다

"
뻐끔뻐끔하다,"뻐끔거리다

"
뻐끔뻐끔하다,"뻐끔거리다

"
삐거덕거리다,"삐거덕대다, 삐거덕삐거덕하다
"
삐거덕대다,"삐거덕거리다
"
삐거덕삐거덕하다,"삐거덕거리다
"
삐걱거리다,"삐걱대다, 삐걱삐걱하다
본말 삐거덕거리다

"
삐걱대다,"삐걱거리다
본말 삐거덕대다

"
삐걱삐걱하다,"삐걱거리다
본말 삐거덕삐거덕하다

"
삐악거리다,"삐악대다, 삐악삐악하다

"
삐악대다,"삐악거리다

"
삐악삐악하다,"삐악거리다

"
삐죽거리다,"삐죽대다, 삐죽삐죽하다1

"
삐죽대다,"삐죽거리다

"
삐죽삐죽하다,"삐죽거리다

"
삐지다,"삐치다

"
삐쭉거리다,"삐쭉대다, 삐쭉삐쭉하다1

"
삐쭉대다,"삐쭉거리다

"
삐쭉삐쭉하다,"삐쭉거리다

"
삐치다,"삐지다

"
사각거리다,"사각대다, 사각사각하다
큰말 서걱거리다

"
사각거리다,"사각대다, 사각사각하다
큰말 서걱거리다

"
사각거리다,"사각대다, 사각사각하다
큰말 서걱거리다

"
사각거리다,"사각대다, 사각사각하다
큰말 서걱거리다

"
사각거리다,"사각대다, 사각사각하다
큰말 서걱거리다

"
사각대다,"사각거리다
큰말 서걱대다

"
사각대다,"사각거리다
큰말 서걱대다

"
사각대다,"사각거리다
큰말 서걱대다

"
사각대다,"사각거리다
큰말 서걱대다

"
사각대다,"사각거리다
큰말 서걱대다

"
사각사각하다,"사각거리다
큰말 서걱서걱하다

"
사각사각하다,"사각거리다
큰말 서걱서걱하다

"
사각사각하다,"사각거리다
큰말 서걱서걱하다

"
사각사각하다,"사각거리다
큰말 서걱서걱하다

"
사각사각하다,"사각거리다
큰말 서걱서걱하다

"
사격하다,"쏘다

"
사냥하다,"수렵하다

"
사라지다,"죽다1

"
사르다,"불사르다

"
사르다,"불사르다

"
사임하다,"사직하다

"
사직하다,"사임하다

"
산보하다,"산책하다

"
산책하다,"산보하다

"
살랑거리다,"살랑대다, 살랑살랑하다

"
살랑거리다,"살랑대다, 살랑살랑하다

"
살랑거리다,"살랑대다, 살랑살랑하다

"
살랑대다,"살랑거리다

"
살랑대다,"살랑거리다

"
살랑대다,"살랑거리다

"
살랑살랑하다,"살랑거리다

"
살랑살랑하다,"살랑거리다

"
살랑살랑하다,"살랑거리다

"
살살거리다,"살살대다

"
살살대다,"살살거리다

"
살인하다,"살해하다

"
살해하다,"살인하다

"
새근거리다,"새근대다, 새근새근하다
"
새근거리다,"새근대다, 새근새근하다
"
새근대다,"새근거리다, 새근새근하다
"
새근대다,"새근거리다, 새근새근하다
"
새근새근하다,"새근거리다, 새근대다
"
새근새근하다,"새근거리다, 새근대다
"
새우다,"밝히다

"
색칠하다,"도색하다

"
샐쭉거리다,"샐쭉대다, 샐쭉샐쭉하다1

"
샐쭉거리다,"샐쭉대다, 샐쭉샐쭉하다1

"
샐쭉대다,"샐쭉거리다

"
샐쭉대다,"샐쭉거리다

"
샐쭉샐쭉하다,"샐쭉거리다

"
샐쭉샐쭉하다,"샐쭉거리다

"
생글거리다,"생글대다, 생글생글하다

"
생글대다,"생글거리다

"
생글생글하다,"생글거리다
큰말 싱글싱글하다

"
서걱거리다,"서걱대다, 서걱서걱하다
작은말 사각거리다

"
서걱거리다,"서걱대다, 서걱서걱하다
작은말 사각거리다

"
서걱거리다,"서걱대다, 서걱서걱하다
작은말 사각거리다

"
서걱거리다,"서걱대다, 서걱서걱하다
작은말 사각거리다

"
서걱거리다,"서걱대다, 서걱서걱하다
작은말 사각거리다

"
서걱대다,"서걱거리다
작은말 사각대다

"
서걱대다,"서걱거리다
작은말 사각대다

"
서걱대다,"서걱거리다
작은말 사각대다

"
서걱대다,"서걱거리다
작은말 사각대다

"
서걱대다,"서걱거리다
작은말 사각대다

"
서걱서걱하다,"서걱거리다
작은말 사각사각하다

"
서걱서걱하다,"서걱거리다
"
서걱서걱하다,"서걱거리다
"
서걱서걱하다,"서걱거리다
"
서걱서걱하다,"서걱거리다
작은말 사각사각하다

"
서브하다,"서비스하다

"
서비스하다,"서브하다

"
서성거리다,"서성대다, 서성서성하다

"
서성대다,"서성거리다

"
서성서성하다,"서성거리다

"
석권하다,"휩쓸다

"
선고하다,"언도하다

"
설파하다,"논파하다

"
성교하다,"교합하다, 방사하다1

"
세면하다,"세수하다

"
세수하다,"세면하다, 세안하다

"
세안하다,"세수하다

"
셈하다,"계산하다

"
소곤거리다,"소곤대다, 소곤소곤하다
큰말 수군거리다

"
소곤대다,"소곤거리다, 소곤소곤하다
큰말 수군대다

"
소곤소곤하다,"소곤거리다, 소곤대다
큰말 수군수군하다

"
소망하다,"염원하다

"
소생하다,"갱생하다, 재생하다, 회생하다

"
소송하다,"송사하다

"
소원하다,"원하다, 희망하다

"
소제하다,"청소하다

"
속닥거리다,"속닥대다, 속닥속닥하다
큰말 숙덕거리다

"
속닥대다,"속닥거리다, 속닥속닥하다
큰말 숙덕대다

"
속닥속닥하다,"속닥거리다, 속닥대다
큰말 숙덕숙덕하다

"
속삭거리다,"속삭대다, 속삭속삭하다

"
속삭대다,"속삭거리다

"
속삭속삭하다,"속삭거리다

"
속살거리다,"속살대다, 속살속살하다

"
속살대다,"속살거리다

"
속살속살하다,"속살거리다

"
손가락질하다,"흉보다

"
솟구치다,"치솟다

"
솟구치다,"치솟다

"
송사하다,"소송하다

"
송신되다,"발신되다
"
송신하다,"발신하다
"
쇄신되다,"혁신되다

"
쇄신하다,"혁신하다

"
쇠락하다,"쇠퇴하다, 조락하다

"
쇠퇴하다,"쇠락하다

"
수군거리다,"수군대다, 수군수군하다
작은말 소곤거리다
"
수군대다,"수군거리다, 수군수군하다
작은말 소곤대다
"
수군수군하다,"수군거리다, 수군대다
작은말 소곤소곤하다
"
수런거리다,"수런대다, 수런수런하다

"
수런대다,"수런거리다, 수런수런하다

"
수런수런하다,"수런거리다, 수런대다

"
수렵하다,"사냥하다

"
수리하다,"고치다, 수선하다2

"
수선거리다,"수선대다

"
수선대다,"수선거리다

"
수선하다,"고치다, 수리하다2

"
수습하다,"견습하다

"
수식하다,"장식하다, 치장하다

"
수정하다,"정정하다1

"
숙달하다,"마스터하다

"
숙덕거리다,"숙덕대다, 숙덕숙덕하다
작은말 속닥거리다
"
숙덕대다,"숙덕거리다, 숙덕숙덕하다
작은말 속닥대다
"
숙덕숙덕하다,"숙덕거리다, 숙덕대다
작은말 속닥속닥하다
"
순시하다,"순찰하다

"
순찰하다,"순시하다

"
술렁거리다,"술렁대다, 술렁술렁하다

"
술렁대다,"술렁거리다, 술렁술렁하다

"
술렁술렁하다,"술렁거리다, 술렁대다

"
쉬다,"갈리다1

"
스멀거리다,"스멀대다, 스멀스멀하다

"
스멀대다,"스멀거리다, 스멀스멀하다

"
스멀스멀하다,"스멀거리다, 스멀대다

"
승계되다,"계승되다

"
승계하다,"계승하다

"
승낙하다,"허가하다, 허락하다, 허하다1
"
시부렁거리다,"시부렁대다, 시부렁시부렁하다
"
시부렁대다,"시부렁거리다, 시부렁시부렁하다
"
시부렁시부렁하다,"시부렁거리다, 시부렁대다
"
시시덕거리다,"시시덕대다, 시시덕시시덕하다

"
시시덕대다,"시시덕거리다

"
시시덕시시덕하다,"시시덕거리다

"
시위하다,"데모하다

"
시집가다,"출가하다2
"
시큰거리다,"시큰대다, 시큰시큰하다

"
시큰대다,"시큰거리다

"
시큰시큰하다,"시큰거리다

"
식식거리다,"식식대다
"
식식대다,"식식거리다
"
실각하다,"실족하다

"
실례하다,"실수하다

"
실룩거리다,"실룩대다, 실룩실룩하다
"
실룩대다,"실룩거리다, 실룩실룩하다
"
실룩실룩하다,"실룩거리다, 실룩대다
"
실수하다,"실례하다

"
실시되다,"실행되다

"
실시하다,"실행하다

"
실족하다,"실각하다

"
실행되다,"실시되다

"
실행하다,"실시하다

"
싱글거리다,"싱글대다, 싱글싱글하다

"
싱글대다,"싱글거리다

"
싱글싱글하다,"싱글거리다

"
싸고돌다,"싸돌다

"
싸고돌다,"싸돌다

"
싸고돌다,"싸돌다

"
싸다니다,"싸대다
"
싸대다,"싸다니다

"
싸돌다,"싸고돌다

"
싸돌다,"싸고돌다

"
싸돌다,"싸고돌다

"
싹쓸이하다,"일소하다

"
쌔근거리다,"쌔근대다, 쌔근쌔근하다
여린말 새근거리다

"
쌔근거리다,"쌔근대다, 쌔근쌔근하다
여린말 새근거리다

"
쌔근대다,"쌔근거리다, 쌔근쌔근하다
여린말 새근대다

"
쌔근대다,"쌔근거리다, 쌔근쌔근하다
여린말 새근대다

"
쌔근쌔근하다,"쌔근거리다, 쌔근대다
여린말 새근새근하다

"
쌔근쌔근하다,"쌔근거리다, 쌔근대다
여린말 새근새근하다

"
쌕쌕거리다,"쌕쌕대다

"
쌕쌕거리다,"쌕쌕대다

"
쌕쌕대다,"쌕쌕거리다

"
쌕쌕대다,"쌕쌕거리다

"
쏘다,"사격하다

"
쑤군거리다,"쑤군대다, 쑤군쑤군하다
여린말 수군거리다

"
쑤군대다,"쑤군거리다, 쑤군쑤군하다
여린말 수군대다

"
쑤군쑤군하다,"쑤군거리다, 쑤군대다
여린말 수군수군하다

"
쑥덕거리다,"쑥덕대다, 쑥덕쑥덕하다
여린말 숙덕거리다

"
쑥덕대다,"쑥덕거리다, 쑥덕쑥덕하다
여린말 숙덕대다

"
쑥덕쑥덕하다,"쑥덕거리다, 쑥덕대다
여린말 숙덕숙덕하다

"
씨근거리다,"씨근대다, 씨근씨근하다

"
씨근대다,"씨근거리다, 씨근씨근하다

"
씨근씨근하다,"씨근거리다, 씨근대다

"
씨부렁거리다,"씨부렁대다, 씨부렁씨부렁하다
여린말 시부렁거리다

"
씨부렁대다,"씨부렁거리다, 씨부렁씨부렁하다
여린말 시부렁대다

"
씨부렁씨부렁하다,"씨부렁거리다, 씨부렁대다
여린말 시부렁시부렁하다

"
씩씩거리다,"씩씩대다
여린말 식식거리다

"
씩씩대다,"씩씩거리다
여린말 식식대다

"
씰룩거리다,"씰룩대다, 씰룩씰룩하다
여린말 실룩거리다

"
씰룩대다,"씰룩거리다, 씰룩씰룩하다
여린말 실룩대다

"
씰룩씰룩하다,"씰룩거리다, 씰룩대다
여린말 실룩실룩하다

"
아롱거리다,"아롱대다, 아롱아롱하다

"
아롱대다,"아롱거리다, 아롱아롱하다

"
아롱아롱하다,"아롱거리다, 아롱대다

"
아른거리다,"아른대다, 아른아른하다
큰말 어른거리다

"
아른거리다,"아른대다, 아른아른하다
큰말 어른거리다

"
아른거리다,"아른대다, 아른아른하다
큰말 어른거리다

"
아른대다,"아른거리다, 아른아른하다
큰말 어른대다

"
아른대다,"아른거리다, 아른아른하다
큰말 어른대다

"
아른대다,"아른거리다, 아른아른하다
큰말 어른대다

"
아른아른하다,"아른거리다, 아른대다
큰말 어른어른하다

"
아른아른하다,"아른거리다, 아른대다
큰말 어른어른하다

"
아른아른하다,"아른거리다, 아른대다
큰말 어른어른하다

"
아부하다,"아첨하다

"
아첨하다,"아부하다

"
안도하다,"안심하다

"
안마하다,"마사지하다

"
안심하다,"안도하다

"
알랑거리다,"알랑대다, 알랑알랑하다

"
알랑대다,"알랑거리다, 알랑알랑하다

"
알랑알랑하다,"알랑거리다, 알랑대다

"
알아차리다,"알아채다

"
알아채다,"알아차리다

"
알짱거리다,"알짱대다, 알짱알짱하다
큰말 얼쩡거리다

"
알짱거리다,"알짱대다, 알짱알짱하다
큰말 얼쩡거리다

"
알짱대다,"알짱거리다, 알짱알짱하다
큰말 얼쩡대다

"
알짱대다,"알짱거리다, 알짱알짱하다
큰말 얼쩡대다

"
알짱알짱하다,"알짱거리다, 알짱대다
큰말 얼쩡얼쩡하다

"
알짱알짱하다,"알짱거리다, 알짱대다
큰말 얼쩡얼쩡하다

"
앙갚음하다,"보복하다

"
애끓다,"애타다

"
애타다,"애끓다

"
야단치다,"꾸지람하다, 나무라다

"
야합하다,"간음하다, 내통하다, 통정하다

"
약탈하다,"겁탈하다

"
약혼하다,"정혼하다

"
양분되다,"이분되다

"
양분하다,"이분하다

"
양성되다,"육성되다

"
양성하다,"육성하다

"
양육하다,"기르다

"
양치하다,"양치질하다

"
양해하다,"용납하다, 이해하다

"
얕보다,"경시하다

"
어기적거리다,"어기적대다, 어기적어기적하다

"
어기적대다,"어기적거리다, 어기적어기적하다

"
어기적어기적하다,"어기적거리다, 어기적대다

"
어른거리다,"어른대다, 어른어른하다
작은말 아른거리다

"
어른거리다,"어른대다, 어른어른하다
작은말 아른거리다

"
어른거리다,"어른대다, 어른어른하다
작은말 아른거리다

"
어른대다,"어른거리다, 어른어른하다
작은말 아른대다

"
어른대다,"어른거리다, 어른어른하다
작은말 아른대다

"
어른대다,"어른거리다, 어른어른하다
작은말 아른대다

"
어른어른하다,"어른거리다, 어른대다
작은말 아른아른하다

"
어른어른하다,"어른거리다, 어른대다
작은말 아른아른하다

"
어른어른하다,"어른거리다, 어른대다
작은말 아른아른하다

"
어물거리다,"어물대다, 어물어물하다

"
어물거리다,"어물대다, 어물어물하다

"
어물대다,"어물거리다, 어물어물하다

"
어물대다,"어물거리다, 어물어물하다

"
어물어물하다,"어물거리다, 어물대다

"
어물어물하다,"어물거리다, 어물대다

"
어물쩍거리다,"어물쩍대다, 어물쩍어물쩍하다

"
어물쩍대다,"어물쩍거리다, 어물쩍어물쩍하다

"
어물쩍어물쩍하다,"어물쩍거리다, 어물쩍대다

"
어슬렁거리다,"어슬렁대다, 어슬렁어슬렁하다

"
어슬렁대다,"어슬렁거리다, 어슬렁어슬렁하다

"
어슬렁어슬렁하다,"어슬렁거리다, 어슬렁대다

"
어쩌고저쩌고하다,"이러쿵저러쿵하다

"
언도하다,"선고하다

"
언쟁하다,"말다툼하다

"
얹히다,"체하다1

"
얼씬거리다,"얼씬대다, 얼씬얼씬하다

"
얼씬거리다,"얼씬대다, 얼씬얼씬하다

"
얼씬대다,"얼씬거리다, 얼씬얼씬하다

"
얼씬대다,"얼씬거리다, 얼씬얼씬하다

"
얼씬얼씬하다,"얼씬거리다, 얼씬대다

"
얼씬얼씬하다,"얼씬거리다, 얼씬대다

"
얼쩡거리다,"얼쩡대다, 얼쩡얼쩡하다
작은말 알짱거리다

"
얼쩡거리다,"얼쩡대다, 얼쩡얼쩡하다
작은말 알짱거리다

"
얼쩡대다,"얼쩡거리다, 얼쩡얼쩡하다
작은말 알짱대다

"
얼쩡대다,"얼쩡거리다, 얼쩡얼쩡하다
작은말 알짱대다

"
얼쩡얼쩡하다,"얼쩡거리다, 얼쩡대다
작은말 알짱알짱하다

"
얼쩡얼쩡하다,"얼쩡거리다, 얼쩡대다
작은말 알짱알짱하다

"
엉기다,"엉키다

"
엉기다,"엉키다

"
엉기다,"엉키다

"
엉기다,"엉키다

"
엉클어지다,"엉키다
"
엉클어지다,"엉키다
"
엉클어지다,"엉키다
"
엉키다,"엉클어지다

"
엉키다,"엉클어지다

"
엉키다,"엉클어지다

"
엉키다,"엉기다

"
엉키다,"엉기다

"
엉키다,"엉기다

"
엉키다,"엉기다

"
에돌다,"우회하다

"
여물다,"영글다

"
여물다,"영글다

"
여쭈다,"여쭙다

"
여쭈다,"여쭙다

"
여쭙다,"여쭈다

"
여쭙다,"여쭈다

"
역전되다,"반전되다

"
역전하다,"반전하다

"
연관되다,"관련되다

"
연관하다,"관련하다

"
연달다,"잇달다, 잇따르다

"
연달다,"연잇다, 잇달다, 잇따르다

"
연마하다,"갈다2

"
연마하다,"단련하다

"
연잇다,"연달다, 잇달다, 잇따르다

"
염색하다,"물들이다
"
염원하다,"소망하다

"
영글다,"여물다1

"
영글다,"여물다1

"
오가다,"내왕하다, 왕래하다

"
오가다,"내왕하다, 왕래하다

"
오물거리다,"오물대다, 오물오물하다
큰말 우물거리다

"
오물거리다,"오물대다, 오물오물하다
큰말 우물거리다

"
오물거리다,"오물대다, 오물오물하다
큰말 우물거리다

"
오물거리다,"오물대다, 오물오물하다
큰말 우물거리다

"
오물대다,"오물거리다, 오물오물하다
큰말 우물대다

"
오물대다,"오물거리다, 오물오물하다
큰말 우물대다

"
오물대다,"오물거리다, 오물오물하다
큰말 우물대다

"
오물대다,"오물거리다, 오물오물하다
큰말 우물대다

"
오물오물하다,"오물거리다, 오물대다
큰말 우물우물하다

"
오물오물하다,"오물거리다, 오물대다
큰말 우물우물하다

"
오물오물하다,"오물거리다, 오물대다
큰말 우물우물하다

"
오물오물하다,"오물거리다, 오물대다
큰말 우물우물하다

"
오싹거리다,"오싹오싹하다

"
오싹오싹하다,"오싹거리다

"
오해되다,"곡해되다

"
오해하다,"곡해하다

"
옭매다,"옭아매다

"
옭매다,"옭아매다

"
옭아매다,"옭매다

"
옭아매다,"옭매다

"
옹알거리다,"옹알대다, 옹알옹알하다
큰말 웅얼거리다

"
옹알거리다,"옹알대다, 옹알옹알하다

"
옹알대다,"옹알거리다, 옹알옹알하다
"
옹알대다,"옹알거리다, 옹알옹알하다

"
옹알옹알하다,"옹알거리다, 옹알대다
"
옹알옹알하다,"옹알거리다, 옹알대다

"
와글거리다,"와글대다, 와글와글하다

"
와글거리다,"와글대다, 와글와글하다

"
와글거리다,"와글대다, 와글와글하다

"
와글대다,"와글거리다, 와글와글하다

"
와글대다,"와글거리다, 와글와글하다

"
와글대다,"와글거리다, 와글와글하다

"
와글와글하다,"와글거리다, 와글대다

"
와글와글하다,"와글거리다, 와글대다

"
와글와글하다,"와글거리다, 와글대다

"
왕래하다,"내왕하다, 오가다

"
왕래하다,"내왕하다, 오가다

"
왕왕거리다,"왕왕대다

"
왕왕거리다,"왕왕대다

"
왕왕대다,"왕왕거리다

"
왕왕대다,"왕왕거리다

"
왱왱거리다,"왱왱대다, 왱왱하다

"
왱왱거리다,"왱왱대다, 왱왱하다

"
왱왱거리다,"왱왱대다, 왱왱하다

"
왱왱대다,"왱왱거리다, 왱왱하다

"
왱왱대다,"왱왱거리다, 왱왱하다

"
왱왱대다,"왱왱거리다, 왱왱하다

"
왱왱하다,"왱왱거리다, 왱왱대다

"
왱왱하다,"왱왱거리다, 왱왱대다

"
왱왱하다,"왱왱거리다, 왱왱대다

"
외식하다,"매식하다

"
